Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,target,tenure_ratio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
29,738,9,5,2,3983,0,17,4,2,3,2,2,2,0,0.75,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
30,570,5,3,4,6118,1,13,10,2,10,9,1,2,0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,1130,8,4,2,6214,1,18,8,3,8,7,0,7,0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37,1192,5,2,4,6347,7,16,8,2,6,2,0,4,0,0.75,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
38,343,15,2,3,11510,0,14,12,3,11,10,2,9,0,0.9166666666666666,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
31,1232,7,4,3,7143,1,14,11,2,11,9,4,10,0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
29,144,10,1,4,8268,1,14,7,2,7,7,1,7,0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,1296,5,4,3,8095,0,13,17,5,16,6,0,13,0,0.9411764705882353,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
23,1309,26,1,3,2904,1,12,4,2,4,2,0,2,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
41,483,6,3,4,6032,6,15,8,3,5,4,1,2,0,0.625,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
47,1309,4,1,2,2976,3,19,5,3,0,0,0,0,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
42,810,23,5,1,15992,2,14,16,2,1,0,0,0,0,0.0625,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29,746,2,3,4,4649,1,14,4,3,4,3,0,2,0,1.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
42,544,2,1,3,2696,0,11,4,5,3,2,1,0,0,0.75,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
32,1062,2,3,3,2370,1,13,8,4,8,0,0,7,0,1.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
48,530,29,1,1,12504,3,21,15,3,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37,1319,6,3,3,5974,4,13,13,2,7,7,6,7,0,0.5384615384615384,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,641,25,2,4,4736,7,12,4,2,2,2,2,2,0,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
26,933,1,3,3,5296,1,17,8,3,8,7,7,7,0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
42,1332,2,4,1,6781,3,23,14,6,1,0,0,0,0,0.07142857142857142,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
21,756,1,1,1,2174,1,11,3,3,3,2,1,2,1,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
36,845,1,5,4,6653,4,15,7,6,1,0,0,0,0,0.14285714285714285,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,541,3,4,1,9699,4,11,16,2,13,9,1,12,0,0.8125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
57,593,1,4,4,6755,2,11,15,2,3,2,1,2,0,0.2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40,1171,10,4,4,2213,3,13,10,3,7,7,1,7,0,0.7,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
21,895,9,2,1,2610,1,24,3,3,3,2,2,2,0,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
33,350,5,3,4,2851,1,13,1,2,1,0,0,0,1,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
37,921,10,3,3,3452,6,20,17,3,5,4,0,3,0,0.29411764705882354,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
46,1144,7,4,3,5258,2,14,7,2,1,0,0,0,0,0.14285714285714285,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
41,143,4,3,1,9355,1,18,8,5,8,7,7,7,1,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
50,1046,10,3,4,10496,6,15,20,2,4,3,1,3,0,0.2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
40,575,22,2,3,6380,2,12,8,6,6,4,1,0,1,0.75,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
31,408,9,4,3,2657,0,16,3,5,2,2,2,2,0,0.6666666666666666,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
21,156,12,3,3,2716,1,15,1,0,1,0,0,0,1,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29,1283,23,3,4,2201,9,16,6,4,3,2,1,2,0,0.5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35,755,9,4,3,6540,9,19,10,5,1,1,0,0,0,0.1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27,1469,1,2,4,3816,1,11,5,2,5,2,0,4,0,1.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
28,304,9,4,2,5253,1,16,7,1,7,5,0,7,0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
49,1261,7,3,2,10965,8,24,26,2,5,2,0,0,0,0.19230769230769232,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
51,1178,14,2,3,4936,4,11,18,2,7,7,0,7,0,0.3888888888888889,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36,329,2,3,4,2543,4,13,6,3,2,2,2,2,0,0.3333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34,1362,19,3,1,5304,8,13,9,3,5,2,0,4,1,0.5555555555555556,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
55,1311,2,3,3,16659,2,13,30,2,5,4,1,2,0,0.16666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
24,1371,10,4,4,4260,1,12,5,2,5,2,0,3,0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,202,2,1,3,2476,1,18,1,3,1,0,0,0,0,1.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
26,575,3,1,3,3102,0,22,7,2,6,4,0,4,1,0.8571428571428571,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
22,253,11,3,1,2244,1,13,2,1,2,1,1,2,0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,164,2,2,2,7596,1,13,10,2,10,9,9,0,0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30,464,4,3,3,2285,9,23,3,4,1,0,0,0,1,0.3333333333333333,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
37,1107,14,3,4,3034,1,12,18,2,18,7,12,17,0,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,759,2,2,4,5715,7,12,8,5,5,4,1,3,0,0.625,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,201,1,4,2,2576,3,16,8,5,5,2,1,2,0,0.625,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,1305,10,4,3,4197,2,12,18,2,1,0,0,1,0,0.05555555555555555,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
43,982,12,3,1,14336,1,11,25,3,25,10,3,9,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
40,555,2,3,2,3448,6,22,20,3,1,0,0,0,0,0.05,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54,821,5,2,1,19406,4,11,24,4,4,2,1,2,0,0.16666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
34,1381,4,4,3,6538,9,15,6,3,3,2,1,2,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31,480,7,2,2,4306,1,12,13,5,13,10,3,12,0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
43,313,21,3,4,2258,7,20,8,1,3,2,1,2,0,0.375,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
43,1473,8,4,3,4522,4,14,8,3,5,2,0,2,0,0.625,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25,891,4,2,2,4487,1,11,5,3,5,4,1,3,0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
37,1063,25,5,2,4449,3,15,15,2,13,11,10,7,0,0.8666666666666667,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
31,329,1,2,4,2218,1,12,4,3,4,2,3,2,0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
39,1218,1,1,2,19197,1,14,21,3,21,8,1,6,0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
56,906,6,3,3,13212,9,11,36,0,7,7,7,7,0,0.19444444444444445,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,1082,12,3,2,6577,0,11,6,6,5,4,4,4,0,0.8333333333333334,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
41,645,1,3,2,8392,1,16,10,2,10,7,0,7,0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
28,1300,17,2,3,4558,1,12,10,2,10,0,1,8,0,1.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25,688,3,3,1,4031,5,13,6,5,2,2,0,2,1,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
52,319,3,3,4,7969,2,14,28,4,5,4,0,4,0,0.17857142857142858,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
45,192,10,2,1,2654,3,21,8,3,2,2,0,2,0,0.25,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
52,1490,4,2,4,16555,2,13,31,2,5,2,1,4,0,0.16129032258064516,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
42,532,29,2,1,4556,2,11,19,3,5,4,0,2,0,0.2631578947368421,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,317,2,3,3,6091,2,20,11,2,5,4,0,2,0,0.45454545454545453,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60,422,7,3,1,19566,5,11,33,5,29,8,11,10,0,0.8787878787878788,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
46,1485,18,3,3,4810,2,14,19,5,10,7,0,8,0,0.5263157894736842,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,1368,28,4,4,4523,0,11,7,4,6,5,0,4,0,0.8571428571428571,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24,1448,1,1,1,3202,1,16,6,4,5,3,1,4,1,0.8333333333333334,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
34,296,6,2,4,2351,0,16,3,3,2,2,1,0,1,0.6666666666666666,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,1490,2,2,4,1702,1,23,1,3,1,0,0,0,0,1.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
40,1398,2,4,3,18041,0,14,21,2,20,15,1,12,0,0.9523809523809523,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26,1349,23,3,1,2886,1,22,3,3,3,2,0,2,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,1400,3,3,3,2097,4,15,9,3,5,3,1,4,0,0.5555555555555556,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
29,986,3,4,2,11935,1,18,10,2,10,2,0,7,0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
29,408,25,5,3,2546,5,16,6,2,2,2,1,1,1,0.3333333333333333,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
19,489,2,2,1,2564,1,12,1,3,1,0,0,0,1,1.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
30,1398,22,4,3,8412,0,11,10,3,9,8,7,8,0,0.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
57,210,29,3,1,14118,3,12,32,3,1,0,0,0,0,0.03125,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
50,1099,29,4,2,17046,0,15,28,2,27,10,15,7,0,0.9642857142857143,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
30,1116,2,3,3,2564,0,14,12,2,11,7,6,7,0,0.9166666666666666,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
60,1499,28,3,3,10266,4,19,22,5,18,13,13,11,0,0.8181818181818182,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
47,983,2,2,1,5070,5,13,20,2,5,0,0,4,0,0.25,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,1009,2,3,1,17861,6,13,26,2,3,2,0,1,0,0.11538461538461539,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
35,144,22,3,4,4230,0,15,6,2,5,4,4,3,0,0.8333333333333334,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
54,548,8,4,3,3780,7,11,19,3,1,0,0,0,0,0.05263157894736842,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34,1303,2,4,4,2768,3,12,14,3,7,3,5,7,0,0.5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
46,1125,10,3,3,9071,2,19,15,3,3,2,1,2,0,0.2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
31,1274,9,1,3,10648,1,25,13,6,13,8,0,8,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
33,1277,15,1,2,13610,7,12,15,2,7,6,7,7,1,0.4666666666666667,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
33,587,10,1,1,3408,7,13,8,2,4,3,1,3,1,0.5,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
30,413,7,1,4,2983,0,14,4,3,3,2,1,2,0,0.75,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
35,1276,16,3,4,7632,4,12,10,2,8,7,0,0,0,0.8,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
31,534,20,3,1,9824,3,12,12,2,1,0,0,0,1,0.08333333333333333,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34,988,23,3,2,9950,9,15,11,2,3,2,0,2,1,0.2727272727272727,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
42,1474,5,2,2,2093,4,17,8,4,2,2,2,0,0,0.25,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
36,635,10,4,2,9980,1,14,10,3,10,3,9,7,0,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
22,1368,4,1,3,3894,5,16,4,3,2,2,1,2,1,0.5,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
48,163,2,5,2,4051,2,14,14,2,9,7,6,7,0,0.6428571428571429,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
55,1117,18,5,1,16835,3,23,37,2,10,9,7,7,0,0.2702702702702703,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
41,267,10,2,4,6230,7,14,16,3,14,3,1,10,0,0.875,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
35,619,1,3,2,4717,9,11,15,2,11,9,6,9,0,0.7333333333333333,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
40,302,6,3,2,13237,7,15,22,3,20,6,5,13,0,0.9090909090909091,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39,443,8,1,3,3755,1,11,8,3,8,3,0,7,0,1.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31,828,2,1,2,6582,4,13,10,2,6,5,0,5,0,0.6,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
42,319,24,3,4,7406,1,21,10,5,10,9,5,8,0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
45,561,2,3,4,4805,0,19,9,3,8,7,3,7,0,0.8888888888888888,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
26,426,17,4,2,2741,0,11,8,2,7,7,1,0,1,0.875,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29,232,19,3,4,4262,4,12,8,2,3,2,1,2,0,0.375,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
33,922,1,5,1,16184,4,19,10,2,6,1,0,5,0,0.6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,688,7,3,3,11557,9,21,10,3,5,4,0,1,0,0.5,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
18,1306,5,3,2,1878,1,14,0,3,0,0,0,0,1,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
40,1094,28,3,3,10932,3,15,20,2,1,0,0,1,0,0.05,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
41,509,2,4,1,6811,2,17,10,3,8,7,0,7,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
26,775,29,2,1,4306,5,12,8,5,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35,195,1,3,1,4859,1,16,5,3,5,4,0,3,0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,258,21,4,4,5337,1,12,10,3,10,7,5,7,0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
26,471,24,3,3,2340,1,18,1,3,1,0,0,0,1,1.0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
37,799,1,3,2,7491,4,17,12,3,6,5,1,2,0,0.5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
46,1034,18,1,1,10527,5,11,28,3,2,2,1,2,0,0.07142857142857142,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,1276,2,5,2,16595,7,16,22,2,18,16,11,8,0,0.8181818181818182,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37,142,9,4,1,8834,1,13,9,6,9,5,7,7,0,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
52,956,6,2,4,5577,3,12,18,3,10,9,6,9,0,0.5555555555555556,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
32,1474,11,4,4,4707,8,12,6,2,4,2,1,2,1,0.6666666666666666,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
24,535,24,3,4,2400,0,13,3,3,2,2,2,1,0,0.6666666666666666,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
38,1495,10,3,3,9824,3,19,18,4,1,0,0,0,0,0.05555555555555555,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,446,1,4,2,6447,6,12,8,2,6,5,4,3,0,0.75,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
49,1245,18,4,4,19502,1,17,31,5,31,9,0,9,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
24,691,23,3,2,2725,1,11,6,3,6,5,1,4,0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
26,703,28,2,1,6272,1,20,6,5,5,3,1,4,0,0.8333333333333334,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
24,823,17,2,4,2127,1,21,1,2,1,0,0,0,0,1.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
50,1246,3,3,1,18200,1,11,32,2,32,5,10,7,0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
25,622,13,1,2,2096,1,11,7,1,7,4,0,6,0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
24,1287,7,3,1,2886,1,16,6,4,6,3,1,2,1,1.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
30,448,12,4,2,2033,1,18,1,2,1,0,0,0,1,1.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
34,254,1,2,2,3622,1,13,6,3,6,5,1,3,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
31,1365,13,4,2,4233,2,17,9,2,3,1,1,2,1,0.3333333333333333,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35,538,25,2,1,3681,4,14,9,3,3,2,0,2,0,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
31,525,6,4,1,5460,4,22,13,4,7,7,5,7,0,0.5384615384615384,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27,798,6,4,1,2187,0,12,6,5,5,3,0,3,0,0.8333333333333334,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,558,2,3,4,9602,4,11,17,3,3,0,1,0,0,0.17647058823529413,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
20,959,1,3,4,2836,1,13,1,0,1,0,0,0,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42,622,2,4,3,4089,1,13,10,4,10,2,2,2,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,782,6,4,2,16627,4,14,21,3,1,0,0,0,0,0.047619047619047616,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
38,362,1,1,3,2619,3,17,8,3,0,0,0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43,1001,9,5,4,5679,3,13,10,3,8,7,4,7,0,0.8,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
48,1236,1,4,4,15402,7,11,21,3,3,2,0,2,0,0.14285714285714285,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
44,1112,1,4,1,5985,4,11,10,1,2,2,0,2,0,0.2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
34,204,14,3,3,2579,1,18,8,3,8,2,0,6,0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
27,1420,2,1,3,3041,0,11,5,3,4,3,0,2,1,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
21,1343,22,1,3,3447,1,11,3,2,3,2,1,2,0,1.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
44,1315,3,4,4,19513,4,12,26,2,2,2,0,1,0,0.07692307692307693,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
22,604,6,1,1,2773,0,20,3,3,2,2,2,2,0,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
33,1216,8,4,3,7104,0,12,6,3,5,0,1,2,0,0.8333333333333334,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32,646,9,4,1,6322,1,12,6,2,6,4,0,5,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
30,160,3,3,3,2083,1,20,1,2,1,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,238,1,1,4,8381,7,20,18,2,14,7,8,10,0,0.7777777777777778,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,1397,1,5,2,2691,1,12,10,4,10,9,8,8,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
45,306,26,4,1,4286,2,14,5,4,1,1,0,0,1,0.2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26,991,6,3,3,2659,1,13,3,2,3,2,0,2,0,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
37,482,3,3,3,9434,1,15,10,2,10,7,7,8,0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
29,1176,3,2,2,5561,1,14,6,5,6,0,1,2,0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
